process.name,capacity,scale.ref,scale.notes,trl,trl.reference,trl.notes
desalination-Cu-Cl-combo-9259.259,9259.259,https://en.wikipedia.org/wiki/Desalination,"Plant sizes vary between 200 m3/day to 800000 m3/day",ml,,
desalination-mechanicalVapourCompression-9259.259,9259.259,https://en.wikipedia.org/wiki/Desalination,"Plant sizes vary between 200 m3/day to 800000 m3/day",c,,
desalination-multiEffectDistillation-9259.259,9259.259,https://en.wikipedia.org/wiki/Desalination,"Plant sizes vary between 200 m3/day to 800000 m3/day",c,,
desalination-multiStageFlash-9259.259,9259.259,https://en.wikipedia.org/wiki/Desalination,"Plant sizes vary between 200 m3/day to 800000 m3/day",c,,
desalination-photovoltaicModules-694.4,694.4,http://www.sciencedirect.com/science/article/pii/S1364032110001553,"1-5 m3/d, First large-scale will produce 60000 m3 per day",rc,"http://www.sciencedirect.com/science/article/pii/S1364032110001553, http://reneweconomy.com.au/2015/saudis-build-worlds-first-large-scale-solar-powered-desalination-plant-82903","Small rural installations. First large-scale to be commissions in 2017 (Saudi Arabia)"
desalination-ReverseOsmosis-PV-0.01472,0.01472,,"Between 9.3 L/h to 53 L/h",ml,http://www.sciencedirect.com/science/article/pii/S0960148111002540,"Pilot plant"
desalination-ReverseOsmosis-9259.259,9259.259,https://en.wikipedia.org/wiki/Desalination,"Plant sizes vary between 200 m3/day to 800000 m3/day",c,,
desalination-solarPond-34.72,34.72,,"Facilities range from 2.3 m3/day to 3000 m3/day",c,http://www.sciencedirect.com/science/article/pii/S1364032110001553,
desalination-wind-4.167,4.167,,"0.3-2 m3/h, and 2-15 m3/h",r,http://www.sciencedirect.com/science/article/pii/S1364032110001553,"Two existing plants"
digestion_biomassAgriWaste_biodiesel-0.634,0.634,,"Process about 10000-20000 t wastewater per year",c,http://www.sciencedirect.com/science/article/pii/S0960852411008327,
distributed-engine-cogen-3,3,,"Assume 1 Ð 3 MW capacity",c,http://ac.els-cdn.com/S0301421504001715/1-s2.0-S0301421504001715-main.pdf?_tid=a7d4b58e-e99c-11e4-a857-00000aab0f01&acdnat=1429782156_3e08c80ab98112113d7145ecb8c45538,India
distributed-engine-3,3,,"Assume 1 Ð 3 MW capacity",c,http://ac.els-cdn.com/S0301421504001715/1-s2.0-S0301421504001715-main.pdf?_tid=a7d4b58e-e99c-11e4-a857-00000aab0f01&acdnat=1429782156_3e08c80ab98112113d7145ecb8c45539,India
distributed-fuelCells-cogen-3,3,,"50 kW Ð to 3 MW of Òelectric and heat generationÓ",cm,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c3,"Different types and different stages of commercial availability"
distributed-fuelCells-elec-3,3,,"50 kW Ð to 3 MW of Òelectric and heat generationÓ",cm,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c4,"Different types and different stages of commercial availability"
distributed-gas-turbine-micro-cogen-0.4,0.4,,"30-400 kW",c,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c4,
distributed-gas-turbine-micro-0.4,0.4,,"30-400 kW",c,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c5,
distributed-solar-3,3,,"Assume 1 Ð 3 MW capacity",c,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c6,
distributed-wind-0.006,0.006,,"1 kW Ð 6 kW for home use, 5 MW for conventional units",c,http://ac.els-cdn.com/S1364032109002561/1-s2.0-S1364032109002561-main.pdf?_tid=b2eba922-e99d-11e4-9261-00000aab0f26&acdnat=1429782604_d1f12ba07b3a6f97548260fa2b72c9c7,
district-cogen-absorptionChiller-100,100,http://www.sciencedirect.com/science/article/pii/S1359431104001243,"100 MW (thermal load, for cooling)",c,http://www.sciencedirect.com/science/article/pii/S1359431104001243,
district-cogen-heating-230,230,http://www.sciencedirect.com/science/article/pii/S1359431104001243,"230 MW (thermal load, for heating)",c,http://www.sciencedirect.com/science/article/pii/S1359431104001243,
fossilHydrogen_intrinsicCO2capture-1.56,1.56,http://www1.eere.energy.gov/hydrogenandfuelcells/pdfs/27637.pdf,"1.5 million m3/day",c,http://energy.gov/eere/fuelcells/hydrogen-production-natural-gas-reforming,"This is the method for 95% of the US's hydrogen production, making it an 'important technology pathwat for near-term hydrogen production.'"
fuelCell_ethanol-0.015,0.015,http://www.sciencedirect.com/science/article/pii/S030626191500094X,"3-250 W (portable), Amercian ammunition plant testing 10 kW prototype, stationary 15 kW, Winde distillery of 5 kW",ml,http://www.sciencedirect.com/science/article/pii/S030626191500094X,"Very early stage of development. A few prototypes."
fuelCell_leachate-0.015,0.015,"Assume as for fuelCell_ethanol, http://www.sciencedirect.com/science/article/pii/S030626191500094X","3-250 W (portable), Amercian ammunition plant testing 10 kW prototype, stationary 15 kW, Winde distillery of 5 kW",ml,http://download.springer.com/static/pdf/788/art%253A10.1007%252Fs12010-014-0854-x.pdf?originUrl=http%3A%2F%2Flink.springer.com%2Farticle%2F10.1007%2Fs12010-014-0854-x&token2=exp=1438078456~acl=%2Fstatic%2Fpdf%2F788%2Fart%25253A10.1007%25252Fs12010-014-0854-x.pdf%3ForiginUrl%3Dhttp%253A%252F%252Flink.springer.com%252Farticle%252F10.1007%252Fs12010-014-0854-x*~hmac=c831ca71d3351e434743b5d5cb15ff6605d8d1e564b0cb076bd7ceaf4194f44e,"Still in R&D stage, with questions about scaling-up."
fuelCell_sludge_energy-0.015,0.015,"Assume as for fuelCell_ethanol, http://www.sciencedirect.com/science/article/pii/S030626191500094X","3-250 W (portable), Amercian ammunition plant testing 10 kW prototype, stationary 15 kW, Winde distillery of 5 kW",ml,http://www.mmsd.com/-/media/MMSD/Documents/Water%20Quality/Reports/Using_Microbial_Fuel_Cells_513.pdf,"Technology needs testing Òat a transitional scale of 200-500 L, which will act as a bridge between fundamental research and future developmentÓ."
gasification-biomass-methane-0.0001319,0.0001319,http://www.sciencedirect.com/science/article/pii/S036031990901355X,"0.475 kg/h",m,"http://ac.els-cdn.com/S136403211300614X/1-s2.0-S136403211300614X-main.pdf?_tid=a7b4bb14-3512-11e5-90f6-00000aab0f26&acdnat=1438079174_957ae7400820bbc7accfea07bccbbd81, https://www.ashden.org/biomass-gasification","Barriers to gasification, but small-scale systems in India and China"
gasification-biomass-methanol-backPressure-34.95,34.95,http://www.sciencedirect.com/science/article/pii/S0360544212005397,"Biomass inputs between 20-1350 MW",m,"http://ac.els-cdn.com/S136403211300614X/1-s2.0-S136403211300614X-main.pdf?_tid=a7b4bb14-3512-11e5-90f6-00000aab0f26&acdnat=1438079174_957ae7400820bbc7accfea07bccbbd81, https://www.ashden.org/biomass-gasification","Barriers to gasification, but small-scale systems in India and China"
gasification-biomass-methanol-condensingTurbine-heatPump-twoSteamLevels-34.95,34.95,http://www.sciencedirect.com/science/article/pii/S0360544212005397,"Biomass inputs between 20-1350 MW",m,"http://ac.els-cdn.com/S136403211300614X/1-s2.0-S136403211300614X-main.pdf?_tid=a7b4bb14-3512-11e5-90f6-00000aab0f26&acdnat=1438079174_957ae7400820bbc7accfea07bccbbd81, https://www.ashden.org/biomass-gasification","Barriers to gasification, but small-scale systems in India and China"
gasification-biomass-methanol-condensingTurbine-noDrying-adjusted-30.17,30.17,http://www.sciencedirect.com/science/article/pii/S0360544212005397,"Biomass inputs between 20-1350 MW",m,"http://ac.els-cdn.com/S136403211300614X/1-s2.0-S136403211300614X-main.pdf?_tid=a7b4bb14-3512-11e5-90f6-00000aab0f26&acdnat=1438079174_957ae7400820bbc7accfea07bccbbd81, https://www.ashden.org/biomass-gasification","Barriers to gasification, but small-scale systems in India and China"
gasification-biomass-methanol-condensingTurbine-noDrying-30.17,30.17,http://www.sciencedirect.com/science/article/pii/S0360544212005397,"Biomass inputs between 20-1350 MW",m,"http://ac.els-cdn.com/S136403211300614X/1-s2.0-S136403211300614X-main.pdf?_tid=a7b4bb14-3512-11e5-90f6-00000aab0f26&acdnat=1438079174_957ae7400820bbc7accfea07bccbbd81, https://www.ashden.org/biomass-gasification","Barriers to gasification, but small-scale systems in India and China"
gasification-coal-biomass_elec-hydrogen-304.87,304.87,,"304.87 MW",m,"http://dc.engconfintl.org/cgi/viewcontent.cgi?article=1071&context=cfb10, http://www.hindawi.com/journals/ijfr/2012/363058/, http://eccc.uno.edu/pdf/Long-Wang-GT2011-45512.pdf","Testing in 8 MW system in Austria, otherwise only lab and small-scale testing or simulations."
gasification-coal-biomass_elec-422.59,422.59,,"422.59 MW",m,"http://dc.engconfintl.org/cgi/viewcontent.cgi?article=1071&context=cfb10, http://www.hindawi.com/journals/ijfr/2012/363058/, http://eccc.uno.edu/pdf/Long-Wang-GT2011-45512.pdf","Testing in 8 MW system in Austria, otherwise only lab and small-scale testing or simulations."
gasification_coal_elec-hydrogen-noSupplementaryFiring-2.7,2.7,http://www.sciencedirect.com/science/article/pii/S0360319910009183,"Net power: 2.7 MW",m,http://www.sciencedirect.com/science/article/pii/S0360319910009183,"Novel methodology"
gasification_coal_elec-hydrogen-supplementaryFiring-3.8,3.8,http://www.sciencedirect.com/science/article/pii/S0360319910009183,"Net power: 3.8 MW",m,http://www.sciencedirect.com/science/article/pii/S0360319910009183,"Novel methodology"
gasification-coal_elec-500,500,http://www.sciencedirect.com/science/article/pii/S0360319911028667,"400-500 MW",m,http://www.sciencedirect.com/science/article/pii/S0360319911028667,"Simulated investigation"
gasification-coal-MSW_elec-500,500,http://www.sciencedirect.com/science/article/pii/S0000000000000001,"400-500 MW",m,http://www.sciencedirect.com/science/article/pii/S0000000000000001,"Simulated investigation"
gasification-coal-sludge_elec-500,500,http://www.sciencedirect.com/science/article/pii/S0000000000000002,"400-500 MW",m,http://www.sciencedirect.com/science/article/pii/S0000000000000002,"Simulated investigation"
gasification-coal-syngas-500,500,http://www.sciencedirect.com/science/article/pii/S0360544212002162,"400-450 MW of net electricity",m,http://www.sciencedirect.com/science/article/pii/S0360544212002162,"Investigating the gasifiers not yet commercially available, which can be used in conjunction with CCS"
gasification-MSW-elec-80,80,http://www.sciencedirect.com/science/article/pii/S0956053X11004788,"50 MW, 80 MW (Plant A and Plant B)",c,http://www.sciencedirect.com/science/article/pii/S0956053X11004788,"Investigating commercial plants (lots in Japan)"
gasification_sludge_hydrogen-7.7,7.7,http://www.netl.doe.gov/research/coal/energy-systems/gasification/gasifipedia/westinghouse,"Tons per day of MSW in existing plants: 24, 170, 300",c,http://www.netl.doe.gov/research/coal/energy-systems/gasification/gasifipedia/westinghouse,"Some existing plants (i.e. Japan)"
gasification_sludge-2.85,2.85,http://ac.els-cdn.com/S0196890408000502/1-s2.0-S0196890408000502-main.pdf?_tid=9d99a024-e745-11e4-b8a4-00000aacb35d&acdnat=1429524871_4bf9a9d88fede665c8aa127a7c1245da,"2.85 MW power production (250 ton/day of sewage), assume minimum value is that for gasification-sewateSludge_hydrogen.yaml",c,http://ac.els-cdn.com/S0196890408000502/1-s2.0-S0196890408000502-main.pdf?_tid=9d99a024-e745-11e4-b8a4-00000aacb35d&acdnat=1429524871_4bf9a9d88fede665c8aa127a7c1245da,"Case study on Athens WWTP"
gasification-syngas-elec-450,450,http://ac.els-cdn.com/S0360544212002162/1-s2.0-S0360544212002162-main.pdf?_tid=463512d4-d181-11e4-8621-00000aacb362&acdnat=1427131568_5073a443c24f9418e62c68dc26901d99,"400-450 MW of net electricity",m,http://ac.els-cdn.com/S0360544212002162/1-s2.0-S0360544212002162-main.pdf?_tid=463512d4-d181-11e4-8621-00000aacb362&acdnat=1427131568_5073a443c24f9418e62c68dc26901d99,
gasification-waste-high-temp_steam-12.02,12.02,,"12.02 MW, small-scale 40 kW (file:///home/tr608/Downloads/JDW2E_NSRDEC_Backup-StateOfTheArt_v20130909.pdf)",c,https://www.netl.doe.gov/File%20Library/Research/Coal/energy%20systems/gasification/gasifipedia/5-ASADAL_BOARD_bbs02.pdf,"List of commercial plants"
gasification-waste-high-temp-8.62,8.62,,"8.62 MW",c,https://www.netl.doe.gov/File%20Library/Research/Coal/energy%20systems/gasification/gasifipedia/5-ASADAL_BOARD_bbs02.pdf,"List of commercial plants"
gasification-waste-plama-ICE-steam-CC-10.13,10.13,,"10.13 MW, smaller-scale calculated from 150 tpd (http://www.nytimes.com/2012/09/11/science/plasma-gasification-raises-hopes-of-clean-energy-from-garbage.html)",c,https://www.netl.doe.gov/File%20Library/Research/Coal/energy%20systems/gasification/gasifipedia/5-ASADAL_BOARD_bbs02.pdf,"List of commercial plants"
groundWater-pumping-DEFINE-ACCORDING-TO-LOCAL-CONSTRAINTS,DEFINE-ACCORDING-TO-LOCAL-CONSTRAINTS,,"DEFINE ACCORDING TO LOCAL CONSTRAINTS?",c,,
heatingPlant-pyrolysis_biomass-oil-62,62,,"62 MW, small-scale calculated from 200 kg/hour (http://www.trmiles.com/Presentations/Gasification%20Pyrolysis/Miles_Gas_Pyro_02_09_10.pdf)",c,http://www.pyne.co.uk/Resources/user/Biomass%20pyrolysis%20-%20a%20guide%20to%20UK%20capabilities%20May%202011v2.pdf,"List of existing commercial (and test) plants"
heatPump-ASHP-highEff-radOrDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-ASHP-highEff-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-ASHP-highEff-timberFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-ASHP-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-ASHP-twoStage-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-ASHP-twoStage-timberFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-groundCoupled-heating-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-ground-radAndDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-ground-radOrDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-ground-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-ground-timberFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-radOrDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-GSHP-timberFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-sewage-cooling-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,http://www.treehugger.com/clean-technology/geothermal-system-taps-sewage-instead-bedrock.html,"Systems in China"
heatPump-sewage-heating-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,http://www.treehugger.com/clean-technology/geothermal-system-taps-sewage-instead-bedrock.html,"Systems in China"
heatPump-solarAssisted-cooling-0.01,0.01,"http://www.sciencedirect.com/science/article/pii/S0378778811001812,","System with for building with 10 kW demand",c,http://www.solargeothermalheatpump.com/,"Commercial systems for sale"
heatPump-solarAssisted-heating-0.01,0.01,"http://www.sciencedirect.com/science/article/pii/S0378778811001812,","System with for building with 10 kW demand",c,http://www.solargeothermalheatpump.com/,"Commercial systems for sale"
heatPump-transcriticalCO2-radAndDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-transcriticalCO2-radOrDHW-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
heatPump-transcriticalCO2-screedFloor-13,13,"http://www.districtenergy.org/blog/2013/07/08/norway-starts-world%E2%80%99s-largest-heat-pump-district-heating-plant/, http://www.acdirect.com/knowledge-base/heat-pump/info-sizing-heat-pumps-supplemental-heating","Largest heat pump plant (Norway) provides 13 MW for a district heating network, Typically domestic units are between 5-20 kW (depending on the climate)",c,,
waste-CO2toAtmosphere-DEPENDS-ON-SIZE-OF-LANDFILL-SITE,DEPENDS-ON-SIZE-OF-LANDFILL-SITE,,,c,"DEPENDS ON SIZE OF LANDFILL SITE",
leachateTreatment_anaerobicMembraneBioreactor-9.26,9.26,http://www.scirp.org/journal/PaperInformation.aspx?paperID=42423,"Current commercial models of AnMBRs produce 800 m3/day",r,http://dynatecsystems.com/documents/Landfill%20Leachate%20-%20PA(1).pdf,"A few examples of industrial applications"
leachateTreatment_comboBiological-solarFenton-9.26,9.26,"Assume the same as commercial models of AnMBRs","Current commercial models of AnMBRs produce 800 m3/day",m,http://www.sciencedirect.com/science/article/pii/S1385894711006796,"Examining several options to be Òtheoretically possible to be considered for reaching the two target COD limitsÓ"
leachateTreatment-electrodyalysis-13.89,13.89,http://www.sciencedirect.com/science/article/pii/0011916494851840,"Electrodialysis plant for desalination is 1200 m3/day",r,http://www.kakoki.co.jp/english/products/e-007/index.html,"Some examples of plants"
looping_hydrogen-elec-3.78,3.78,http://www.sciencedirect.com/science/article/pii/S0360319912004624,"3.78 MW",m,`,Simulation
looping_hydrogen-elec-7.36,7.36,http://www.sciencedirect.com/science/article/pii/S0360319912004624,"7.36 MW",m,http://www.sciencedirect.com/science/article/pii/S0360319912004624,Simulation
microalgae-biodiesel-3.17,3.17,http://www.cmclinnovations.com/wp-content/uploads/2014/01/The-future-viability-of-algae-derived-biodiesel-under-economic-and-technical-uncertainties.pdf,"Paper applies sensitivity analysis betwee 1000 to 100000 tonnes/year of biodiesel",ml,http://pubs.acs.org/doi/pdf/10.1021/ie403273b,"Simulations (showing the economic viability of the process)"
microalgae-biofuels_wetExtraction-21,21,http://www.cmclinnovations.com/wp-content/uploads/2014/01/The-future-viability-of-algae-derived-biodiesel-under-economic-and-technical-uncertainties.pdf,"Plants in US range from 0.01 to 180 Mmgy",r,http://biomassmagazine.com/articles/8307/propel-solazyme-make-algae-biofuel-available-to-the-public,"Some commercial examples"
microCHP-fuelCell-methane-0.001,0.001,http://www.sciencedirect.com/science/article/pii/S037877881200196X,"1 kW",c,http://www.sciencedirect.com/science/article/pii/S037877881200196X,"Paper analysis a Òtypical caseÓ"
mixedRawSludge_biogas-1.284,1.284,http://www.sciencedirect.com/science/article/pii/S1359431108001968,"111 t/d",c,http://www.sciencedirect.com/science/article/pii/S1359431108001968,"Real data"
nuclear-directUseSpentFuel-7900,7900,"https://en.wikipedia.org/wiki/List_of_small_nuclear_reactor_designs. https://en.wikipedia.org/wiki/List_of_nuclear_power_stations","Small range from 0.068-350 MW. Large range from 350-7900 MW",c,,
nuclear-fastReactorRecycling-pyroprocess-7900,7900,"https://en.wikipedia.org/wiki/List_of_small_nuclear_reactor_designs. https://en.wikipedia.org/wiki/List_of_nuclear_power_stations","Small range from 0.068-350 MW. Large range from 350-7900 MW",c,,
nuclear-onceThrough-7900,7900,"https://en.wikipedia.org/wiki/List_of_small_nuclear_reactor_designs. https://en.wikipedia.org/wiki/List_of_nuclear_power_stations","Small range from 0.068-350 MW. Large range from 350-7900 MW",c,,
nuclear-thermalReactorRecycling-7900,7900,"https://en.wikipedia.org/wiki/List_of_small_nuclear_reactor_designs. https://en.wikipedia.org/wiki/List_of_nuclear_power_stations","Small range from 0.068-350 MW. Large range from 350-7900 MW",c,,
elecplant-biomass-740,740,"http://www.power-technology.com/features/featurepower-from-waste---the-worlds-biggest-biomass-power-plants-4205990/. http://biomassmagazine.com/plants/listplants/biomass/US/","Largest plant is 740 MW. Other big plants are about 125-140 MW. Other plants are 0.04-128.9 MW",c,,
elecplant-coal-5400,5400,"https://en.wikipedia.org/wiki/List_of_coal_power_stations. http://www.eia.doe.gov/electricity/","Largest plant is 5400 MW. Other plants in the range 0-10, 10-20, 20-50, 100-250, 250-500 etc.",c,,
elecplant-cofiring-biomass-coal-fluidisedBed-1100,1100,https://en.wikipedia.org/wiki/List_of_largest_power_stations_in_the_world#Biomass,"Largest cofiring is Drax, 1100 MW (with 80% coal). Assume others in range above.",c,,
elecplant-cofiring-biomass-coal-pulverisedCoal-CHECK-REFERENCE,CHECK-REFERENCE,,https://en.wikipedia.org/wiki/List_of_largest_power_stations_in_the_world#Biomass,c,,
elecplant_hydrogenLooping-12,12,https://en.wikipedia.org/wiki/Fusina_hydrogen_power_station,"12 MW",r,https://en.wikipedia.org/wiki/Fusina_hydrogen_power_station,"First plant, operational in 2009"
review-methanogenic-digestion-1.27,1.27,http://www.asiabiomass.jp/english/topics/0910_03.html,"Japan: 10.5 ton/day, 50 ton/day, 110 ton/day",r,"http://ac.els-cdhttp://www.asiabiomass.jp/english/topics/0910_03.htmln.com/S0960852412016756/1-s2.0-S0960852412016756-main.pdf?_tid=53aa7c7e-36a8-11e5-a7eb-00000aacb360&acdnat=1438253409_dbb855f2cd094cb571476eb0a0084791, small scale:  http://www.sciencedirect.com/science/article/pii/S0960852414013625","Pilot plants. Commercial promise."
review-biomass-MFC-elec-butannol-1.27,1.27,"Assume as for methane","Japan: 10.5 ton/day, 50 ton/day, 110 ton/day",m,http://www.sciencedirect.com/science/article/pii/S1002007114000860,"Not yet cost efficient for commercial implementation"
review-butanol-fermentation-3.56,3.56,"http://www.ecn.nl/docs/library/report/2009/l09117.pdf, http://www.greencarcongress.com/2005/07/boosting_biomas.html","Plant design of 100000 ton/year. Future could have plants of 5 Ð 30 million gallons/year",r,http://biofuel.org.uk/third-generation-biofuels.html,"Òseveral commercial-scale facilities have been developed and are on the brink of making butanol and [sic] more popular biofuel than ethanolÓ"
review-ethanol-fermentation-1.27,1.27,"Assume as for methane","Japan: 10.5 ton/day, 50 ton/day, 110 ton/day.",m,http://www.biofuelstp.eu/algae-aquatic-biomass.html,"Still at the R&D stage (e.g. Algenol Biofuels, India)"
review-hydrogen-fermentation-3.56,3.56,"http://www.ecn.nl/docs/library/report/2009/l09117.pdf, http://www.greencarcongress.com/2005/07/boosting_biomas.htmlAssume same as ethanol fermentation","Plant design of 100000 ton/year. Future could have plants of 5 Ð 30 million gallons/year",ml,http://www.algaeindustrymagazine.com/developing-efficient-hydrogen-production-algae/,"No commercial examples found. Not yet economically competative"
SAF-MBR_wastewater-63083.33,63083.33,http://enr.construction.com/infrastructure/water_dams/2012/extras/0328/slideshow.asp?slide=2,"Largest plant is 1.44 billion gallons per day, Micro-plants of 150 L/day",c,http://www.sciencedirect.com/science/article/pii/S0960852412009327,"Commercial systems exist"
